Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
Recruiting,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,49160,55864
Student Affairs,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,8,12
IT,01-01-2021,92268,January,202101,2021,Phone,Phone Call,3764,5536
IT,12-01-2020,80283,December,202012,2020,Marketing Cloud,Email,2023,50578
UCM,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,6100,10001
Academic Affairs,11-01-2020,136255,November,202011,2020,Marketing Cloud,Email,11595,31338
Student Affairs,10-01-2020,31377,October,202010,2020,Marketing Cloud,Email,12942,23532
IT,11-01-2020,36157,November,202011,2020,Marketing Cloud,Email,13189,20609
Student Affairs,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,37303,40111
WKSU,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,7,19
IT,01-01-2021,3432,January,202101,2021,Marketing Cloud,Email,2809,3157
WKSU,08-01-2020,49861,August,202008,2020,Marketing Cloud,Email,15615,17949
UCM,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,42438,157180
Recruiting,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,280454,412433
Student Affairs,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,15188,15498
WKSU,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,23654,31966
Human Resources,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,393,19687
Recruiting,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,18720,46801
Human Resources,09-01-2020,20217,September,202009,2020,TargetX Messaging,Text Message,96,404
Recruiting,10-01-2020,100,October,202010,2020,TargetX Email,Email,17,65
Student Affairs,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,64575,78750
Recruiting,10-01-2020,36157,October,202010,2020,Marketing Cloud,Email,6479,20247
Recruiting,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,7122,24559
Human Resources,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,5985,9501
Human Resources,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,305626,1053885
Academic Affairs,10-01-2020,700000,October,202010,2020,TargetX Messaging,Text Message,318010,539000
Recruiting,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,364,400
Academic Affairs,12-01-2020,87671,December,202012,2020,Marketing Cloud,Email,49305,64876
Recruiting,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,7915,13648
WKSU,10-01-2020,11590,October,202010,2020,Marketing Cloud,Email,1692,8460
Human Resources,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,93,313
IT,08-01-2020,259644,August,202008,2020,Marketing Cloud,Email,675,33753
UCM,12-01-2020,350000,December,202012,2020,Marketing Cloud,Email,45500,91000
Recruiting,12-01-2020,11590,December,202012,2020,Marketing Cloud,Email,152,1274
Academic Affairs,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,14771,73855
UCM,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,32155,39698
IT,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,8557,38896
Recruiting,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,262658,301906
Recruiting,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,30250,42015
IT,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,16143,21816
IT,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Recruiting,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,31321,36849
Recruiting,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,29982,33314
UCM,08-01-2020,17131,August,202008,2020,Marketing Cloud,Email,3468,4625
Recruiting,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,8309,10134
Academic Affairs,09-01-2020,106010,September,202009,2020,Marketing Cloud,Email,4409,33923
UCM,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,412,10310
Academic Affairs,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,41793,44461
IT,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,13654,97529
WKSU,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,13,14
Student Affairs,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,14531,40366
IT,12-01-2020,259644,December,202012,2020,Marketing Cloud,Email,209895,223293
WKSU,09-01-2020,106010,September,202009,2020,Marketing Cloud,Email,7123,101769
IT,10-01-2020,246,October,202010,2020,Marketing Cloud,Email,153,174
UCM,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,100800,140000
Student Affairs,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,62491,77150
Recruiting,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,119,130
Student Affairs,12-01-2020,49861,December,202012,2020,Marketing Cloud,Email,3091,9972
UCM,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,22230,61752
UCM,10-01-2020,700000,October,202010,2020,Marketing Cloud,Email,471240,476000
WKSU,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,25435,65218
Recruiting,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,31207,44582
Recruiting,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,92141,137525
Recruiting,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,19,19
Academic Affairs,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,6114,8492
Academic Affairs,08-01-2020,31377,August,202008,2020,Marketing Cloud,Email,6510,7844
Recruiting,08-01-2020,125000,August,202008,2020,Marketing Cloud,Email,42775,73750
Recruiting,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
IT,10-01-2020,80283,October,202010,2020,Flashline,Portal Alert,28516,59409
Recruiting,11-01-2020,350000,November,202011,2020,Marketing Cloud,Email,136535,290500
Recruiting,09-01-2020,102360,September,202009,2020,TargetX Messaging,Text Message,32243,42991
Human Resources,11-01-2020,92268,November,202011,2020,Marketing Cloud,Email,78833,82118
IT,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,0,33
Student Affairs,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,28371,30507
Student Affairs,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,2767,5647
WKSU,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,1192,1192
Student Affairs,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,9,56
WKSU,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,178670,638108
Recruiting,11-01-2020,167464,November,202011,2020,Marketing Cloud,Email,9846,11722
Recruiting,10-01-2020,38603,October,202010,2020,Marketing Cloud,Email,22837,33584
Human Resources,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,4102,29306
Student Affairs,12-01-2020,182327,December,202012,2020,Marketing Cloud,Email,62902,136745
Student Affairs,10-01-2020,355184,October,202010,2020,Phone,Phone Call,9589,21311
Human Resources,08-01-2020,31377,August,202008,2020,Marketing Cloud,Email,12848,19767
Recruiting,01-01-2021,74152,January,202101,2021,Marketing Cloud,Email,32619,39300
Recruiting,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,214,1647
IT,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,69768,98265
Human Resources,10-01-2020,17131,October,202010,2020,Marketing Cloud,Email,911,1199
IT,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,5040,5600
Recruiting,09-01-2020,39863,September,202009,2020,Marketing Cloud,Email,23319,31093
Recruiting,10-01-2020,136769,October,202010,2020,Marketing Cloud,Email,46637,75222
Academic Affairs,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
UCM,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,71090,192136
Academic Affairs,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,26200,109169
Recruiting,12-01-2020,350000,December,202012,2020,Marketing Cloud,Email,25830,31500
UCM,01-01-2021,80283,January,202101,2021,TargetX Messaging,Text Message,67437,80283
UCM,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,404169,792489
Recruiting,09-01-2020,500000,September,202009,2020,TargetX Email,Email,125550,155000
Academic Affairs,08-01-2020,47428,August,202008,2020,Marketing Cloud,Email,6374,19919
UCM,08-01-2020,136769,August,202008,2020,Marketing Cloud,Email,35300,39663
Recruiting,01-01-2021,40000,January,202101,2021,Flashline,Portal Alert,3480,12000
Recruiting,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,32865,36927
UCM,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,12026,33406
Recruiting,11-01-2020,47,November,202011,2020,Marketing Cloud,Email,11,19
Recruiting,10-01-2020,182327,October,202010,2020,Flashline,Portal Alert,26966,158624
WKSU,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,22259,28177
Human Resources,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,1310,10083
Recruiting,08-01-2020,27782,August,202008,2020,Marketing Cloud,Email,2166,7223
Recruiting,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,15093,15246
Recruiting,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,1775,7103
WKSU,09-01-2020,92268,September,202009,2020,Marketing Cloud,Email,1937,38752
Academic Affairs,10-01-2020,723568,October,202010,2020,Marketing Cloud,Email,224884,607797
IT,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,10117,11764
Recruiting,10-01-2020,373,October,202010,2020,Marketing Cloud,Email,64,149
Human Resources,10-01-2020,167464,October,202010,2020,TargetX Email,Email,58025,58612
Academic Affairs,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,129,12963
WKSU,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,622721,759417
Recruiting,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,4567,8156
WKSU,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,7828,20073
WKSU,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,26909,896970
Human Resources,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,4293,47704
Student Affairs,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,1570,3490
Human Resources,08-01-2020,700000,August,202008,2020,Marketing Cloud,Email,77000,308000
WKSU,11-01-2020,1379954,November,202011,2020,Marketing Cloud,Email,10487,13799
IT,10-01-2020,80283,October,202010,2020,Marketing Cloud,Email,45182,67437
Academic Affairs,10-01-2020,102360,October,202010,2020,Marketing Cloud,Email,35621,40944
IT,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,1943,4983
WKSU,08-01-2020,100,August,202008,2020,Marketing Cloud,Email,0,3
Academic Affairs,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,68377,455847
UCM,10-01-2020,100,October,202010,2020,Marketing Cloud,Email,6,30
Recruiting,12-01-2020,100,December,202012,2020,Marketing Cloud,Email,49,54
UCM,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,27418,171365
Recruiting,01-01-2021,11590,January,202101,2021,Marketing Cloud,Email,3164,9040
WKSU,08-01-2020,87671,August,202008,2020,Marketing Cloud,Email,20409,85040
Recruiting,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Academic Affairs,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,51997,75358
UCM,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,31148,100478
Human Resources,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,13805,19445
Student Affairs,10-01-2020,141779,October,202010,2020,Marketing Cloud,Email,3870,9924
UCM,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,1674,2120
WKSU,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,340,8506
Recruiting,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,311202,864450
Academic Affairs,01-01-2021,74152,January,202101,2021,Marketing Cloud,Email,16128,64512
Academic Affairs,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,44994,60804
Recruiting,12-01-2020,246,December,202012,2020,TargetX Email,Email,226,236
Student Affairs,09-01-2020,246,September,202009,2020,Marketing Cloud,Email,31,125
Recruiting,11-01-2020,1271250,November,202011,2020,Marketing Cloud,Email,347051,991575
Recruiting,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,8038,100478
Academic Affairs,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,0,34
Human Resources,08-01-2020,39863,August,202008,2020,Marketing Cloud,Email,2391,39863
WKSU,01-01-2021,39863,January,202101,2021,Flashline,Portal Alert,13812,17938
Human Resources,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,3575,5862
IT,10-01-2020,246,October,202010,2020,Marketing Cloud,Email,33,61
Recruiting,12-01-2020,700000,December,202012,2020,Marketing Cloud,Email,431480,469000
UCM,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,204834,280595
Recruiting,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,24300,135000
Human Resources,09-01-2020,1379954,September,202009,2020,Marketing Cloud,Email,40018,137995
Human Resources,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,14016,32596
Recruiting,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,6483,58942
Human Resources,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,32217,169564
Academic Affairs,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,1851,2848
Recruiting,09-01-2020,723568,September,202009,2020,Marketing Cloud,Email,412722,665682
IT,01-01-2021,1006194,January,202101,2021,Marketing Cloud,Email,90154,281734
WKSU,08-01-2020,167464,August,202008,2020,Marketing Cloud,Email,39386,46889
Human Resources,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,45289,125805
Recruiting,11-01-2020,246,November,202011,2020,Marketing Cloud,Email,56,120
IT,01-01-2021,259644,January,202101,2021,Marketing Cloud,Email,26872,38946
Recruiting,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,5554,79350
Academic Affairs,10-01-2020,11590,October,202010,2020,Marketing Cloud,Email,463,9272
Human Resources,09-01-2020,31377,September,202009,2020,Marketing Cloud,Email,26782,27611
WKSU,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,2476,9172
Human Resources,09-01-2020,3432,September,202009,2020,Marketing Cloud,Email,987,1029
Academic Affairs,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Human Resources,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,23546,26757
Human Resources,12-01-2020,1379954,December,202012,2020,Marketing Cloud,Email,101564,441585
Academic Affairs,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Recruiting,09-01-2020,245595,September,202009,2020,Marketing Cloud,Email,90035,95782
IT,10-01-2020,17307,October,202010,2020,Marketing Cloud,Email,981,10903
Student Affairs,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,15316,15955
IT,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,120833,287699
Recruiting,12-01-2020,11590,December,202012,2020,Marketing Cloud,Email,97,811
Student Affairs,11-01-2020,17307,November,202011,2020,Marketing Cloud,Email,1079,2249
WKSU,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,6608,132167
Student Affairs,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,6139,6673
Academic Affairs,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,8842,26794
Recruiting,10-01-2020,36625,October,202010,2020,Marketing Cloud,Email,11082,32596
Student Affairs,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,16889,56298
UCM,08-01-2020,47428,August,202008,2020,Marketing Cloud,Email,3822,14702
Human Resources,12-01-2020,700000,December,202012,2020,Marketing Cloud,Email,7000,700000
Academic Affairs,11-01-2020,1271250,November,202011,2020,Marketing Cloud,Email,418749,775462
UCM,12-01-2020,47428,December,202012,2020,Marketing Cloud,Email,11581,15651
WKSU,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,5633,16095
Academic Affairs,09-01-2020,136769,September,202009,2020,Marketing Cloud,Email,45379,57442
Human Resources,09-01-2020,1549831,September,202009,2020,Marketing Cloud,Email,329339,1317356
Recruiting,08-01-2020,350000,August,202008,2020,Marketing Cloud,Email,95060,98000
Human Resources,09-01-2020,500000,September,202009,2020,Marketing Cloud,Email,60000,125000
Student Affairs,10-01-2020,500000,October,202010,2020,Marketing Cloud,Email,173600,280000
Human Resources,01-01-2021,27782,January,202101,2021,Marketing Cloud,Email,344,555
Recruiting,08-01-2020,259644,August,202008,2020,Marketing Cloud,Email,103,10385
Recruiting,01-01-2021,723568,January,202101,2021,Marketing Cloud,Email,31475,629504
Human Resources,08-01-2020,136769,August,202008,2020,Marketing Cloud,Email,3378,17779
IT,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,104,227
Student Affairs,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,2238,11194
Recruiting,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,7992,10800
Academic Affairs,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,2038,10730
Academic Affairs,10-01-2020,40000,October,202010,2020,Marketing Cloud,Email,1140,38000
UCM,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,26347,79840
Recruiting,09-01-2020,38603,September,202009,2020,Marketing Cloud,Email,17969,18915
WKSU,11-01-2020,1549831,November,202011,2020,Marketing Cloud,Email,13018,433952
