Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
IT,1/1/21,700000,January,202101,2021,TargetX Email,Email,41,48
IT,11/1/20,92268,November,202011,2020,Marketing Cloud,Email,10,27
UCM,12/1/20,47428,December,202012,2020,Cognos Report to Email,Email,3,9
Recruiting,10/1/20,350000,October,202010,2020,Marketing Cloud,Email,2,7
WKSU,12/1/20,38603,December,202012,2020,Marketing Cloud,Email,11,35
Student Affairs,10/1/20,500000,October,202010,2020,Marketing Cloud,Email,0,8
Human Resources,11/1/20,100,November,202011,2020,Marketing Cloud,Email,52,54
IT,9/1/20,0,September,202009,2020,Marketing Cloud,Email,24,70
Human Resources,8/1/20,47428,August,202008,2020,Marketing Cloud,Email,39,76
Recruiting,12/1/20,31377,December,202012,2020,Cognos Report to Email,Email,29,90
Student Affairs,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,46,100
Student Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,13,96
Recruiting,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,1,3
Human Resources,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,35,60
IT,11/1/20,350000,November,202011,2020,Marketing Cloud,Email,39,68
Recruiting,10/1/20,47,October,202010,2020,Marketing Cloud,Email,2,31
Recruiting,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,11,54
Recruiting,11/1/20,1029207,November,202011,2020,Marketing Cloud,Email,43,99
Recruiting,9/1/20,125000,September,202009,2020,Marketing Cloud,Email,26,27
Recruiting,9/1/20,87671,September,202009,2020,Constant Contact,Email,16,84
Academic Affairs,8/1/20,723568,August,202008,2020,Marketing Cloud,Email,25,95
IT,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,91,92
IT,9/1/20,245595,September,202009,2020,TargetX Email,Email,23,61
Recruiting,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,10,54
IT,8/1/20,11590,August,202008,2020,Marketing Cloud,Email,11,14
Academic Affairs,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,7,78
Recruiting,1/1/21,500000,January,202101,2021,TargetX Messaging,Text Message,8,22
Recruiting,8/1/20,500000,August,202008,2020,Marketing Cloud,Email,21,83
Human Resources,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,4,14
Student Affairs,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,1,52
UCM,1/1/21,246,January,202101,2021,Marketing Cloud,Email,29,41
Student Affairs,1/1/21,0,January,202101,2021,Marketing Cloud,Email,17,19
Student Affairs,11/1/20,74152,November,202011,2020,Flashline,Portal Alert,17,86
WKSU,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,25,31
Student Affairs,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,3,6
Human Resources,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,9,79
WKSU,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,8,65
Human Resources,9/1/20,1549831,September,202009,2020,Marketing Cloud,Email,5,32
UCM,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,13,17
UCM,10/1/20,58502,October,202010,2020,Marketing Cloud,Email,29,85
Academic Affairs,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,19,74
UCM,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,37,87
Student Affairs,12/1/20,27782,December,202012,2020,TargetX Email,Email,16,68
WKSU,11/1/20,87671,November,202011,2020,Marketing Cloud,Email,0,1
Recruiting,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,15,27
IT,12/1/20,20217,December,202012,2020,Marketing Cloud,Email,30,59
WKSU,1/1/21,141779,January,202101,2021,Flashline,Portal Alert,13,30
Student Affairs,10/1/20,0,October,202010,2020,Marketing Cloud,Email,33,100
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,0,50
Academic Affairs,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,11,32
IT,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,13,26
Academic Affairs,11/1/20,100,November,202011,2020,Marketing Cloud,Email,36,46
Recruiting,8/1/20,1379954,August,202008,2020,Marketing Cloud,Email,29,49
IT,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,11,20
IT,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,27,69
Academic Affairs,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,41,56
Student Affairs,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,11,31
IT,8/1/20,350000,August,202008,2020,Marketing Cloud,Email,7,17
UCM,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,44,49
Human Resources,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,13,13
IT,12/1/20,259644,December,202012,2020,Phone,Phone Call,52,78
Human Resources,8/1/20,373,August,202008,2020,Marketing Cloud,Email,10,52
Recruiting,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,4,77
WKSU,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,11,17
IT,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,1,1
Academic Affairs,12/1/20,1029207,December,202012,2020,Marketing Cloud,Email,7,14
Academic Affairs,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,52,64
Recruiting,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,19,69
Recruiting,12/1/20,373,December,202012,2020,Marketing Cloud,Email,11,42
Recruiting,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,8,83
Recruiting,8/1/20,20217,August,202008,2020,Marketing Cloud,Email,8,22
IT,1/1/21,500000,January,202101,2021,Marketing Cloud,Email,13,77
Academic Affairs,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,24,60
Recruiting,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,57,91
Recruiting,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,2,4
Human Resources,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,15,55
WKSU,8/1/20,1379954,August,202008,2020,Marketing Cloud,Email,28,29
WKSU,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,56,62
IT,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,47,48
IT,12/1/20,259644,December,202012,2020,Flashline,Portal Alert,6,92
IT,9/1/20,1271250,September,202009,2020,Marketing Cloud,Email,20,21
Recruiting,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,3,22
UCM,10/1/20,102360,October,202010,2020,Marketing Cloud,Email,44,53
WKSU,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,8,14
Student Affairs,9/1/20,136255,September,202009,2020,Marketing Cloud,Email,10,71
Recruiting,1/1/21,42015,January,202101,2021,Marketing Cloud,Email,2,35
WKSU,1/1/21,100,January,202101,2021,Marketing Cloud,Email,25,48
UCM,1/1/21,125000,January,202101,2021,TargetX Messaging,Text Message,33,84
Academic Affairs,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,20,89
UCM,10/1/20,246,October,202010,2020,Marketing Cloud,Email,6,37
IT,10/1/20,125000,October,202010,2020,Constant Contact,Email,37,75
UCM,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,1,48
WKSU,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,80,98
Human Resources,8/1/20,500000,August,202008,2020,Marketing Cloud,Email,5,13
Academic Affairs,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,90,95
Academic Affairs,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,51,65
Academic Affairs,12/1/20,20217,December,202012,2020,Marketing Cloud,Email,32,89
Student Affairs,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,44,45
Student Affairs,12/1/20,47428,December,202012,2020,Marketing Cloud,Email,7,64
Academic Affairs,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,6,22
Recruiting,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,51,99
Student Affairs,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,92,98
IT,9/1/20,20217,September,202009,2020,Marketing Cloud,Email,54,70
Human Resources,8/1/20,100,August,202008,2020,Constant Contact,Email,6,70
UCM,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,30,66
UCM,12/1/20,17307,December,202012,2020,Marketing Cloud,Email,13,30
Recruiting,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,31,67
Human Resources,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,11,41
Student Affairs,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,2,5
WKSU,9/1/20,136769,September,202009,2020,Marketing Cloud,Email,18,25
UCM,12/1/20,34478,December,202012,2020,Marketing Cloud,Email,18,49
WKSU,12/1/20,36157,December,202012,2020,Marketing Cloud,Email,30,63
Student Affairs,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,85,94
UCM,10/1/20,350000,October,202010,2020,Marketing Cloud,Email,18,73
Academic Affairs,1/1/21,36625,January,202101,2021,Marketing Cloud,Email,61,86
Recruiting,8/1/20,11590,August,202008,2020,Phone,Phone Call,50,96
IT,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,9,93
WKSU,10/1/20,1379954,October,202010,2020,Marketing Cloud,Email,21,21
Student Affairs,12/1/20,38603,December,202012,2020,Marketing Cloud,Email,65,66
UCM,1/1/21,92268,January,202101,2021,Marketing Cloud,Email,36,36
UCM,11/1/20,17131,November,202011,2020,Phone,Phone Call,26,69
WKSU,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,6,29
WKSU,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,20,89
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,3,23
IT,8/1/20,42015,August,202008,2020,Marketing Cloud,Email,36,55
Academic Affairs,12/1/20,34478,December,202012,2020,Flashline,Portal Alert,5,14
Student Affairs,11/1/20,182327,November,202011,2020,Marketing Cloud,Email,29,47
Recruiting,11/1/20,27782,November,202011,2020,Marketing Cloud,Email,43,72
Student Affairs,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,48,60
Recruiting,10/1/20,1006194,October,202010,2020,Phone,Phone Call,60,72
UCM,9/1/20,36157,September,202009,2020,Marketing Cloud,Email,7,10
Academic Affairs,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,4,67
Academic Affairs,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,25,49
WKSU,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,35,48
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,10,18
Academic Affairs,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,49,61
Human Resources,9/1/20,19871,September,202009,2020,Marketing Cloud,Email,75,79
Recruiting,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,32,35
Recruiting,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,5,61
Academic Affairs,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,15,27
Student Affairs,12/1/20,100,December,202012,2020,Marketing Cloud,Email,15,36
IT,9/1/20,39863,September,202009,2020,Marketing Cloud,Email,3,85
IT,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,50,58
Recruiting,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,33,76
Academic Affairs,1/1/21,100,January,202101,2021,Marketing Cloud,Email,91,96
WKSU,8/1/20,0,August,202008,2020,Marketing Cloud,Email,11,83
Recruiting,11/1/20,0,November,202011,2020,Phone,Phone Call,11,74
Human Resources,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,1,7
Student Affairs,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,38,66
Human Resources,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,57,66
WKSU,9/1/20,19871,September,202009,2020,Marketing Cloud,Email,24,38
UCM,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,7,35
Recruiting,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,25,31
Human Resources,8/1/20,42015,August,202008,2020,Marketing Cloud,Email,22,22
Student Affairs,11/1/20,0,November,202011,2020,Marketing Cloud,Email,7,7
IT,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,9,83
WKSU,11/1/20,20217,November,202011,2020,Marketing Cloud,Email,25,28
Recruiting,10/1/20,167464,October,202010,2020,Phone,Phone Call,37,62
Student Affairs,1/1/21,373,January,202101,2021,Marketing Cloud,Email,38,39
UCM,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,19,36
IT,10/1/20,245595,October,202010,2020,Phone,Phone Call,29,86
Academic Affairs,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,12,52
Recruiting,8/1/20,100,August,202008,2020,Marketing Cloud,Email,12,58
IT,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,1,10
Recruiting,1/1/21,19871,January,202101,2021,Marketing Cloud,Email,40,77
UCM,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,1,9
UCM,10/1/20,1379954,October,202010,2020,Marketing Cloud,Email,4,19
WKSU,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,61,77
UCM,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,2,3
Human Resources,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,0,40
IT,10/1/20,58502,October,202010,2020,Constant Contact,Email,48,51
Recruiting,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,49,62
IT,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,51,77
Human Resources,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,10,20
Recruiting,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,15,100
Student Affairs,10/1/20,47,October,202010,2020,Marketing Cloud,Email,46,65
WKSU,12/1/20,167464,December,202012,2020,Marketing Cloud,Email,10,12
Human Resources,8/1/20,31377,August,202008,2020,Marketing Cloud,Email,6,39
Academic Affairs,11/1/20,11590,November,202011,2020,Marketing Cloud,Email,8,87
IT,1/1/21,31377,January,202101,2021,Marketing Cloud,Email,25,67
Recruiting,8/1/20,723568,August,202008,2020,TargetX Email,Email,1,36
WKSU,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,12,19
Recruiting,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,11,55
Student Affairs,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,35,59
IT,12/1/20,34478,December,202012,2020,Marketing Cloud,Email,43,94
Recruiting,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,0,3
WKSU,1/1/21,36625,January,202101,2021,Cognos Report to Email,Email,27,34
Human Resources,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,15,22
Student Affairs,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,23,51
IT,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,30,46
IT,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,4,12
Recruiting,1/1/21,106010,January,202101,2021,TargetX Messaging,Text Message,66,75
UCM,11/1/20,58502,November,202011,2020,Marketing Cloud,Email,54,74
Recruiting,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,3,64
Recruiting,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,53,58
UCM,10/1/20,42015,October,202010,2020,Marketing Cloud,Email,37,65
IT,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,23,72
Human Resources,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,68,95
WKSU,11/1/20,355184,November,202011,2020,Marketing Cloud,Email,9,41
WKSU,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,8,12
Recruiting,8/1/20,1029207,August,202008,2020,Phone,Phone Call,14,44
Human Resources,11/1/20,373,November,202011,2020,Marketing Cloud,Email,10,91
IT,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,16,30
Recruiting,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,12,19
Human Resources,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,50,56
Academic Affairs,10/1/20,246,October,202010,2020,Marketing Cloud,Email,10,61
WKSU,10/1/20,125000,October,202010,2020,Marketing Cloud,Email,20,57
WKSU,12/1/20,1379954,December,202012,2020,Cognos Report to Email,Email,2,3
Recruiting,10/1/20,1379954,October,202010,2020,Marketing Cloud,Email,12,18
Recruiting,12/1/20,106010,December,202012,2020,Marketing Cloud,Email,28,90
UCM,9/1/20,39863,September,202009,2020,Marketing Cloud,Email,2,13
Academic Affairs,10/1/20,17307,October,202010,2020,Marketing Cloud,Email,12,49
Recruiting,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,11,68
WKSU,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,5,64
Student Affairs,11/1/20,1006194,November,202011,2020,TargetX Email,Email,3,15
Academic Affairs,10/1/20,0,October,202010,2020,Marketing Cloud,Email,3,23
Recruiting,12/1/20,259644,December,202012,2020,Marketing Cloud,Email,77,82
Human Resources,11/1/20,141779,November,202011,2020,TargetX Email,Email,32,32
UCM,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,79,92
WKSU,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,31,50
Recruiting,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,11,29
UCM,9/1/20,102360,September,202009,2020,Marketing Cloud,Email,58,87
Recruiting,12/1/20,0,December,202012,2020,Marketing Cloud,Email,20,44
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,2,22
Student Affairs,1/1/21,723568,January,202101,2021,TargetX Email,Email,7,8
UCM,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,15,58
Student Affairs,1/1/21,500000,January,202101,2021,Constant Contact,Email,38,64
Recruiting,8/1/20,31377,August,202008,2020,Marketing Cloud,Email,8,37
IT,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,57,86
IT,11/1/20,106010,November,202011,2020,Marketing Cloud,Email,9,13
Student Affairs,10/1/20,40000,October,202010,2020,Marketing Cloud,Email,15,95
Academic Affairs,10/1/20,167464,October,202010,2020,Marketing Cloud,Email,15,19
Recruiting,9/1/20,42015,September,202009,2020,Marketing Cloud,Email,40,96
Recruiting,12/1/20,39863,December,202012,2020,Marketing Cloud,Email,3,5
UCM,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,23,100
Academic Affairs,9/1/20,0,September,202009,2020,Marketing Cloud,Email,0,1
Student Affairs,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,18,76
Recruiting,12/1/20,47,December,202012,2020,Marketing Cloud,Email,0,7
Student Affairs,8/1/20,42015,August,202008,2020,Marketing Cloud,Email,34,56
Recruiting,11/1/20,1029207,November,202011,2020,Marketing Cloud,Email,76,83
Academic Affairs,9/1/20,0,September,202009,2020,Marketing Cloud,Email,68,74
Recruiting,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,35,90
Human Resources,1/1/21,373,January,202101,2021,Marketing Cloud,Email,22,23
Recruiting,1/1/21,36625,January,202101,2021,Marketing Cloud,Email,11,15
IT,12/1/20,36625,December,202012,2020,Marketing Cloud,Email,4,60
IT,11/1/20,1379954,November,202011,2020,Marketing Cloud,Email,38,51
Human Resources,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,4,28
WKSU,8/1/20,136769,August,202008,2020,Marketing Cloud,Email,43,46
Recruiting,9/1/20,500000,September,202009,2020,Marketing Cloud,Email,25,91
Academic Affairs,11/1/20,39863,November,202011,2020,Marketing Cloud,Email,30,34
UCM,9/1/20,1271250,September,202009,2020,Marketing Cloud,Email,0,5
UCM,1/1/21,19871,January,202101,2021,Marketing Cloud,Email,10,28
Human Resources,11/1/20,136255,November,202011,2020,Cognos Report to Email,Email,15,94
Recruiting,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,79,85
Human Resources,10/1/20,100,October,202010,2020,Cognos Report to Email,Email,49,82
